Amount,CustomerID,TransactionAmount,Timestamp,MerchantID,AnomalyScore,Category,Age,Address,AccountBalance,LastLogin,SuspiciousFlag,Timestamp1,Hour,gap,FraudIndicator
51.97290653036511,6931.0,17.198830000614713,2022-04-03 05:00:00,8312.0,0.3912262879155573,Food,59.0,Address 6931,8397.337873844039,2038-03-28,0,2022-04-03 05:00:00,5.0,5838.0,0
94.98295567690468,4923.0,60.86129087659184,2022-01-01 18:00:00,9868.0,0.6169195754330242,Travel,41.0,Address 4923,2440.325646211133,2032-09-27,0,2022-01-01 18:00:00,18.0,3922.0,0
51.03475920739154,7112.0,62.71882275096807,2022-01-01 19:00:00,2495.0,0.0904849911757119,Retail,45.0,Address 7112,8749.433812686306,2038-09-25,0,2022-01-01 19:00:00,19.0,6111.0,0
60.40897501966042,3169.0,92.0176833063352,2022-01-01 21:00:00,8559.0,0.8853104396332198,Retail,28.0,Address 3169,3180.382898157203,2027-12-09,0,2022-01-01 21:00:00,21.0,2168.0,0
17.513610489900422,8762.0,81.30721378495153,2022-01-01 22:00:00,5023.0,0.6208243737360993,Retail,32.0,Address 8762,9996.963001982558,2043-04-02,0,2022-01-01 22:00:00,22.0,7761.0,0
46.38181871558496,7399.0,58.96674068261368,2022-01-01 23:00:00,4198.0,0.5182557440431285,Food,44.0,Address 7399,6784.123950331225,2039-07-09,0,2022-01-01 23:00:00,23.0,6398.0,0
87.74708011826027,7766.0,73.91772923575715,2022-01-02 00:00:00,8738.0,0.0507978459786985,Retail,46.0,Address 7766,9254.547043513368,2040-07-10,0,2022-01-02 00:00:00,0.0,6764.0,0
79.52007770710867,7766.0,40.22289573010315,2022-02-06 03:00:00,3702.0,0.4556358149484968,Travel,46.0,Address 7766,9254.547043513368,2040-07-10,0,2022-02-06 03:00:00,3.0,6729.0,0
31.78103022849624,7766.0,26.547793998589285,2022-10-28 12:00:00,4377.0,0.6292252469297873,Retail,46.0,Address 7766,9254.547043513368,2040-07-10,0,2022-10-28 12:00:00,12.0,6465.0,0
17.806860941189278,3932.0,96.78261514528432,2022-01-08 10:00:00,3957.0,0.0335587460978143,Other,56.0,Address 3932,3355.0633140593936,2030-01-10,0,2022-01-08 10:00:00,10.0,2924.0,0
44.98997633370073,2700.0,64.45876242753033,2022-01-02 04:00:00,4256.0,0.5723140587803248,Travel,54.0,Address 2700,8714.295304819378,2026-08-27,0,2022-01-02 04:00:00,4.0,1698.0,0
16.225782481823252,2700.0,46.5729270217884,2022-11-01 00:00:00,4348.0,0.0932063963110355,Other,54.0,Address 2700,8714.295304819378,2026-08-27,0,2022-11-01 00:00:00,0.0,1395.0,0
96.07814132472468,8789.0,33.431141773637194,2022-01-02 07:00:00,8071.0,0.6516401990714062,Travel,32.0,Address 8789,4069.465916955496,2043-04-29,0,2022-01-02 07:00:00,7.0,7787.0,0
66.82921972317575,4564.0,53.37721096426864,2022-05-31 13:00:00,9996.0,0.9239447666790898,Travel,20.0,Address 4564,9063.408138852965,2031-10-04,0,2022-05-31 13:00:00,13.0,3413.0,0
51.25801108231794,3316.0,17.741700632471854,2022-01-02 09:00:00,5486.0,0.4837243845311381,Food,64.0,Address 3316,6426.963394067855,2028-05-04,0,2022-01-02 09:00:00,9.0,2314.0,0
36.5487524995737,3316.0,42.53134038080244,2022-07-19 17:00:00,2103.0,0.6466056291446148,Online,64.0,Address 3316,6426.963394067855,2028-05-04,0,2022-07-19 17:00:00,17.0,2116.0,0
90.91405797448763,6066.0,13.779502173666836,2022-01-02 10:00:00,8860.0,0.4374538156876417,Travel,41.0,Address 6066,4862.1533328414425,2035-11-14,0,2022-01-02 10:00:00,10.0,5064.0,0
71.73984603149233,6066.0,19.578080165964277,2022-02-08 20:00:00,6741.0,0.614368081798885,Online,41.0,Address 6066,4862.1533328414425,2035-11-14,0,2022-02-08 20:00:00,20.0,5027.0,0
74.69580628033566,6662.0,29.28643607247801,2022-01-02 11:00:00,5184.0,0.5924173057917672,Retail,19.0,Address 3975,2750.436470743103,2037-07-02,0,2022-01-02 11:00:00,11.0,5660.0,0
83.61924948264243,1495.0,75.64428016770344,2022-01-02 12:00:00,6315.0,0.2603271527604175,Other,33.0,Address 1495,9517.209833706318,2023-05-10,0,2022-01-02 12:00:00,12.0,493.0,0
25.150453716719504,1495.0,74.25470877476086,2022-06-06 20:00:00,4887.0,0.9214625888036412,Travel,33.0,Address 1495,9517.209833706318,2023-05-10,0,2022-06-06 20:00:00,20.0,338.0,0
38.046578673368366,1495.0,70.34616038939329,2022-07-21 05:00:00,4565.0,0.1381814976874207,Food,33.0,Address 1495,9517.209833706318,2023-05-10,0,2022-07-21 05:00:00,5.0,293.0,0
82.37210445745559,1109.0,62.64675370683774,2022-01-02 14:00:00,3500.0,0.6906304279500535,Retail,45.0,Address 1109,49994.59982272616,2022-04-19,0,2022-01-02 14:00:00,14.0,107.0,0
85.35584848755988,1277.0,32.74111181471069,2022-01-02 15:00:00,5830.0,0.442216952543723,Retail,20.0,Address 1277,3835.150383924812,2022-10-04,0,2022-01-02 15:00:00,15.0,275.0,0
34.462798379347255,4678.0,85.00406150371902,2022-01-02 17:00:00,8911.0,0.9478004255758232,Food,55.0,Address 4678,8499.81693239178,2032-01-26,0,2022-01-02 17:00:00,17.0,3676.0,0
38.788125969102055,4678.0,1499.958966331711,2022-01-11 10:00:00,6936.0,0.4167660937917248,Other,55.0,Address 4678,8499.81693239178,2032-01-26,0,2022-01-11 10:00:00,10.0,3667.0,1
82.24407047552245,5656.0,81.39676805934045,2022-01-02 18:00:00,6402.0,0.5184132487333413,Travel,36.0,Address 5656,6751.846387175887,2034-09-30,0,2022-01-02 18:00:00,18.0,4654.0,0
43.05838447895763,7365.0,33.015644590436295,2022-01-02 19:00:00,6989.0,0.774987080748611,Travel,36.0,Address 7365,1489.1481564715782,2039-06-05,0,2022-01-02 19:00:00,19.0,6363.0,0
94.80446873472944,8336.0,38.49959853178173,2022-01-02 20:00:00,4437.0,0.8625896214833415,Food,23.0,Address 8336,4748.916211357203,2042-01-31,0,2022-01-02 20:00:00,20.0,7334.0,0
61.43461253172735,8551.0,47.416321626001086,2022-01-02 21:00:00,7359.0,0.5913717672786825,Travel,25.0,Address 8551,2331.9867361080405,2042-09-03,0,2022-01-02 21:00:00,21.0,7549.0,0
19.13811676205792,8551.0,12.080965310099153,2022-03-15 20:00:00,5399.0,0.264030573979984,Food,25.0,Address 8551,2331.9867361080405,2042-09-03,0,2022-03-15 20:00:00,20.0,7477.0,0
97.13791167845716,3277.0,97.71613095339612,2022-01-02 23:00:00,8373.0,0.6065183622619432,Other,41.0,Address 3277,3012.674360651512,2028-03-26,0,2022-01-02 23:00:00,23.0,2275.0,0
89.79214806521532,3277.0,79.51359638162114,2022-07-05 07:00:00,2650.0,0.969396405498979,Online,41.0,Address 3277,3012.674360651512,2028-03-26,0,2022-07-05 07:00:00,7.0,2091.0,0
38.68037470253516,3277.0,28.446926303177303,2022-10-21 08:00:00,9409.0,0.2513694135655475,Travel,41.0,Address 3277,3012.674360651512,2028-03-26,0,2022-10-21 08:00:00,8.0,1983.0,0
52.32513791660939,3277.0,15.10143641335488,2022-11-07 02:00:00,8825.0,0.5045592835632614,Retail,41.0,Address 3277,3012.674360651512,2028-03-26,0,2022-11-07 02:00:00,2.0,1966.0,1
79.16735412665459,2890.0,33.77322040009236,2022-01-03 00:00:00,9896.0,0.6782303041936903,Other,36.0,Address 2890,2232.695113965363,2027-03-05,0,2022-01-03 00:00:00,0.0,1887.0,0
95.60503983328148,2890.0,76.6089761144481,2022-07-13 14:00:00,6860.0,0.2264179774682735,Travel,36.0,Address 2890,2232.695113965363,2027-03-05,0,2022-07-13 14:00:00,14.0,1696.0,0
79.10539152288793,4326.0,50.86893642252963,2022-01-03 03:00:00,6821.0,0.6497391172710641,Other,43.0,Address 4326,2147.338167799917,2031-02-08,0,2022-01-03 03:00:00,3.0,3323.0,0
67.28015772615069,4326.0,22.787053095023865,2022-04-04 08:00:00,9436.0,0.887775012185502,Travel,43.0,Address 4326,2147.338167799917,2031-02-08,0,2022-04-04 08:00:00,8.0,3232.0,0
48.03922655723794,4326.0,36.433633912709055,2022-09-15 05:00:00,9340.0,0.2036478055914754,Retail,43.0,Address 4326,2147.338167799917,2031-02-08,0,2022-09-15 05:00:00,5.0,3068.0,0
84.6468293825901,4326.0,48.8722302407255,2022-11-28 02:00:00,9398.0,0.3628325708761892,Online,43.0,Address 4326,2147.338167799917,2031-02-08,0,2022-11-28 02:00:00,2.0,2994.0,1
19.638082656228317,8282.0,26.40608316395038,2022-01-03 05:00:00,5069.0,0.1292049564761505,Food,57.0,Address 8282,8096.095476337199,2041-12-08,0,2022-01-03 05:00:00,5.0,7279.0,0
34.52917068398872,5239.0,27.40201744493391,2022-01-03 06:00:00,9387.0,0.1617321699570917,Food,43.0,Address 3975,8789.094333130783,2033-08-09,0,2022-01-03 06:00:00,6.0,4236.0,0
61.82789427374231,5239.0,23.93095152804276,2022-08-07 21:00:00,5355.0,0.5005898378316035,Travel,43.0,Address 3975,8789.094333130783,2033-08-09,0,2022-08-07 21:00:00,21.0,4020.0,0
89.30972939951137,5239.0,92.2463023287524,2022-08-13 01:00:00,9646.0,0.7474938517418974,Online,43.0,Address 3975,8789.094333130783,2033-08-09,0,2022-08-13 01:00:00,1.0,4014.0,0
54.68582068495167,8779.0,43.57583027441114,2022-01-03 07:00:00,3703.0,0.430205465680002,Online,35.0,Address 8779,1785.3723573817292,2043-04-19,0,2022-01-03 07:00:00,7.0,7776.0,0
22.78034260084022,7935.0,62.16039744014567,2022-01-03 08:00:00,9712.0,0.8102761549748368,Other,32.0,Address 7935,7092.817596745677,2040-12-26,0,2022-01-03 08:00:00,8.0,6932.0,0
65.6815668012442,1769.0,43.09357404140708,2022-02-19 11:00:00,4246.0,0.2020756068968791,Travel,34.0,Address 3975,2438.1395206964357,2024-02-08,0,2022-02-19 11:00:00,11.0,719.0,0
70.97366712150802,4129.0,83.16164767314038,2022-01-03 10:00:00,4030.0,0.3355413412828549,Retail,47.0,Address 4129,2433.531397557649,2030-07-26,0,2022-01-03 10:00:00,10.0,3126.0,0
72.17877452947286,4129.0,72.10602217174005,2022-04-29 14:00:00,5139.0,0.8151433071899576,Travel,47.0,Address 4129,2433.531397557649,2030-07-26,0,2022-04-29 14:00:00,14.0,3010.0,0
70.50027098540095,5813.0,72.57511634142469,2022-01-03 11:00:00,5066.0,0.10077165926423,Other,22.0,Address 5813,7423.763215185442,2035-03-06,0,2022-01-03 11:00:00,11.0,4810.0,0
74.41853940511164,5813.0,74.13374149907894,2022-11-02 10:00:00,3961.0,0.0650812382256601,Online,22.0,Address 5813,7423.763215185442,2035-03-06,0,2022-11-02 10:00:00,10.0,4507.0,0
25.186516895219803,4281.0,92.3020675826626,2022-01-03 12:00:00,6257.0,0.7531774861461045,Food,33.0,Address 4281,6205.925708852244,2030-12-25,0,2022-01-03 12:00:00,12.0,3278.0,0
57.81716737641408,4281.0,36.08286464334712,2022-03-25 05:00:00,3522.0,0.7534629613382389,Other,33.0,Address 4281,6205.925708852244,2030-12-25,0,2022-03-25 05:00:00,5.0,3197.0,0
75.22863302824918,1926.0,27.14274784928664,2022-01-03 13:00:00,6173.0,0.868856267704626,Food,27.0,Address 3975,3859.1568355692734,2024-07-14,0,2022-01-03 13:00:00,13.0,923.0,0
97.17772004443732,3735.0,55.84563029264217,2022-01-03 15:00:00,3517.0,0.9741834295826162,Travel,56.0,Address 3735,4837.5090322926535,2029-06-27,0,2022-01-03 15:00:00,15.0,2732.0,0
80.57882795409573,8713.0,19.353692927596956,2022-01-03 16:00:00,2398.0,0.8407962026475184,Retail,27.0,Address 8713,5341.02969788718,2043-02-12,0,2022-01-03 16:00:00,16.0,7710.0,0
33.710515763516185,8713.0,77.14422397407677,2022-01-14 02:00:00,2124.0,0.1120968244812873,Retail,27.0,Address 8713,5341.02969788718,2043-02-12,0,2022-01-14 02:00:00,2.0,7699.0,1
22.23809524357008,8713.0,60.87606482678023,2022-08-25 13:00:00,4860.0,0.0234723334062446,Food,27.0,Address 8713,5341.02969788718,2043-02-12,0,2022-08-25 13:00:00,13.0,7476.0,0
96.09908027309568,7964.0,47.10402771710666,2022-01-03 17:00:00,4535.0,0.33929184380954,Other,54.0,Address 7964,3584.4522185641754,2041-01-24,0,2022-01-03 17:00:00,17.0,6961.0,0
76.08976322636657,7964.0,73.40631790665316,2022-03-06 19:00:00,6429.0,0.1624408320960312,Travel,54.0,Address 7964,3584.4522185641754,2041-01-24,0,2022-03-06 19:00:00,19.0,6899.0,0
12.985672752793365,7964.0,13.797865999152965,2022-09-04 21:00:00,5682.0,0.6824853787735569,Retail,54.0,Address 7964,3584.4522185641754,2041-01-24,0,2022-09-04 21:00:00,21.0,6717.0,0
93.14773937900496,3968.0,20.498489294491563,2022-01-03 18:00:00,3401.0,0.3613239583902691,Travel,58.0,Address 3975,2481.5842760654014,2030-02-15,0,2022-01-03 18:00:00,18.0,2965.0,0
49.50467237753674,4486.0,24.456708220325567,2022-01-03 19:00:00,8203.0,0.2271695854926392,Travel,46.0,Address 3975,6908.866677149895,2031-07-18,0,2022-01-03 19:00:00,19.0,3483.0,0
28.418122265207376,2951.0,77.79084378935163,2022-01-03 20:00:00,6141.0,0.0263431261701768,Food,53.0,Address 2951,6946.574495010973,2027-05-05,0,2022-01-03 20:00:00,20.0,1948.0,0
93.32352597754796,2951.0,35.45259923466294,2022-05-18 12:00:00,4451.0,0.4511205846536402,Travel,53.0,Address 2951,6946.574495010973,2027-05-05,0,2022-05-18 12:00:00,12.0,1813.0,0
73.26469912215978,7695.0,79.7289958534371,2022-01-03 21:00:00,4700.0,0.9386203135046036,Food,56.0,Address 7695,5467.235628746716,2040-04-30,0,2022-01-03 21:00:00,21.0,6692.0,0
43.68737826144269,7695.0,94.67041918864078,2022-11-12 16:00:00,4525.0,0.9764284435067262,Other,56.0,Address 7695,5467.235628746716,2040-04-30,0,2022-11-12 16:00:00,16.0,6379.0,0
92.92496650428043,3507.0,19.766722729703982,2022-01-04 00:00:00,9273.0,0.3399608386758525,Food,33.0,Address 3507,8899.175012453888,2028-11-11,0,2022-01-04 00:00:00,0.0,2503.0,0
78.25510702792688,3508.0,18.64861744722522,2022-01-04 01:00:00,5398.0,0.5972050142544918,Travel,43.0,Address 3508,7081.875362969839,2028-11-12,0,2022-01-04 01:00:00,1.0,2504.0,0
61.56232996724651,7170.0,66.9547480455436,2022-01-04 02:00:00,4178.0,0.2306489206489087,Travel,35.0,Address 7170,9963.496090522049,2038-11-22,0,2022-01-04 02:00:00,2.0,6166.0,1
47.185756157717705,5740.0,71.9778747748082,2022-01-04 05:00:00,9863.0,0.715646787471383,Online,19.0,Address 3975,5726.279271766849,2034-12-23,0,2022-01-04 05:00:00,5.0,4736.0,0
16.561546544696007,1390.0,37.11930001177498,2022-02-09 11:00:00,4906.0,0.6936429081777005,Food,42.0,Address 1390,9964.204498990726,2023-01-25,0,2022-02-09 11:00:00,11.0,350.0,0
51.60948415607697,4667.0,61.94604372563263,2022-01-04 08:00:00,7945.0,0.3341720659888436,Food,42.0,Address 4667,3776.4269278169386,2032-01-15,0,2022-01-04 08:00:00,8.0,3663.0,0
51.17404976282257,4667.0,94.60248894476123,2022-04-15 12:00:00,2803.0,0.8613846276885216,Retail,42.0,Address 4667,3776.4269278169386,2032-01-15,0,2022-04-15 12:00:00,12.0,3562.0,0
86.364118261778,5455.0,36.16119519490041,2022-01-12 13:00:00,3948.0,0.0226318360698647,Other,40.0,Address 5455,9114.954774863923,2034-03-13,0,2022-01-12 13:00:00,13.0,4443.0,0
59.16521140045574,5455.0,72.5667394104558,2022-03-03 07:00:00,3768.0,0.1222918503888178,Retail,40.0,Address 5455,9114.954774863923,2034-03-13,0,2022-03-03 07:00:00,7.0,4393.0,0
40.15465805758239,6257.0,45.98756006618262,2022-01-04 11:00:00,2141.0,0.967302277598356,Online,41.0,Address 3975,7955.5344768461855,2036-05-23,0,2022-01-04 11:00:00,11.0,5253.0,0
22.472513367545268,6257.0,78.37107860826535,2022-01-15 22:00:00,4260.0,0.9573236672900224,Other,41.0,Address 3975,7955.5344768461855,2036-05-23,0,2022-01-15 22:00:00,22.0,5242.0,0
40.79872673876622,6257.0,48.0718870720596,2022-02-17 20:00:00,2707.0,0.5351683147680193,Retail,41.0,Address 3975,7955.5344768461855,2036-05-23,0,2022-02-17 20:00:00,20.0,5209.0,0
48.848084639735546,6257.0,88.08273149524152,2022-02-24 05:00:00,8852.0,0.021320007824673,Travel,41.0,Address 3975,7955.5344768461855,2036-05-23,0,2022-02-24 05:00:00,5.0,5202.0,0
50.559384266669056,5415.0,16.935612308207695,2022-01-04 12:00:00,7029.0,0.0858819774106947,Travel,40.0,Address 5415,3505.1068227876904,2034-02-01,0,2022-01-04 12:00:00,12.0,4411.0,0
65.54628068116251,8884.0,21.167198966144348,2022-01-04 13:00:00,2012.0,0.7308263255701752,Other,31.0,Address 8884,9042.1505994407,2043-08-02,0,2022-01-04 13:00:00,13.0,7880.0,0
42.09079952857117,8884.0,58.76274030289337,2022-04-01 01:00:00,8224.0,0.346778600377798,Online,31.0,Address 8884,9042.1505994407,2043-08-02,0,2022-04-01 01:00:00,1.0,7793.0,0
90.11249482410608,8884.0,19.846511144834565,2022-10-12 18:00:00,4787.0,0.8345957776472346,Other,31.0,Address 8884,9042.1505994407,2043-08-02,0,2022-10-12 18:00:00,18.0,7599.0,0
74.55909008928187,8884.0,15.099038133170271,2022-11-06 22:00:00,9104.0,0.338539130634545,Food,31.0,Address 8884,9042.1505994407,2043-08-02,0,2022-11-06 22:00:00,22.0,7574.0,0
64.98886647029428,8436.0,28.09578918397236,2022-01-04 14:00:00,7642.0,0.5179670353391048,Online,58.0,Address 8436,49994.59982272616,2042-05-11,0,2022-01-04 14:00:00,14.0,7432.0,0
13.578938869319796,3805.0,80.06786278777646,2022-01-04 18:00:00,2394.0,0.5184027039747952,Online,26.0,Address 3805,8170.04898555916,2029-09-05,0,2022-01-04 18:00:00,18.0,2801.0,0
21.514483429169506,8088.0,28.303014536795988,2022-01-04 20:00:00,9313.0,0.4363176150168927,Other,41.0,Address 8088,5798.049549227198,2041-05-28,0,2022-01-04 20:00:00,20.0,7084.0,0
90.7439752412228,8482.0,27.323832103658564,2022-01-04 22:00:00,6027.0,0.903363261281889,Online,26.0,Address 3975,7444.237726025248,2042-06-26,0,2022-01-04 22:00:00,22.0,7478.0,0
26.5997480987979,8482.0,29.24964470198789,2022-07-12 23:00:00,5878.0,0.2109491010058229,Other,26.0,Address 3975,7444.237726025248,2042-06-26,0,2022-07-12 23:00:00,23.0,7289.0,0
17.22814622332121,8482.0,70.506683266176,2022-07-19 03:00:00,7231.0,0.1841871337928967,Retail,26.0,Address 3975,7444.237726025248,2042-06-26,0,2022-07-19 03:00:00,3.0,7282.0,0
38.66660879231135,8482.0,66.65473134769593,2022-08-03 17:00:00,2562.0,0.1854091670789402,Other,26.0,Address 3975,7444.237726025248,2042-06-26,0,2022-08-03 17:00:00,17.0,7267.0,0
94.42205150960648,2418.0,97.6324693716195,2022-01-05 00:00:00,4439.0,0.3301082554767869,Other,58.0,Address 2418,8156.290141035149,2025-11-18,0,2022-01-05 00:00:00,0.0,1413.0,0
33.550701373666925,5285.0,11.269051656439876,2022-01-05 02:00:00,9829.0,0.1544860721006422,Retail,41.0,Address 5285,6001.80500261718,2033-09-24,0,2022-01-05 02:00:00,2.0,4280.0,1
23.93590111497776,6062.0,20.546349507577474,2022-01-05 03:00:00,5488.0,0.0440654762212718,Travel,52.0,Address 6062,3824.181362355303,2035-11-10,0,2022-01-05 03:00:00,3.0,5057.0,0
68.67101138979278,5753.0,31.50027954727519,2022-01-05 05:00:00,7327.0,0.3055446939590386,Travel,55.0,Address 5753,5502.130936317649,2035-01-05,0,2022-01-05 05:00:00,5.0,4748.0,0
44.96542614839467,7622.0,58.76893146196183,2022-01-05 07:00:00,5954.0,0.8129294224203685,Travel,20.0,Address 7622,6384.098737636499,2040-02-17,0,2022-01-05 07:00:00,7.0,6617.0,0
15.516098972081007,3384.0,91.5206841993018,2022-01-05 09:00:00,4417.0,0.9025487602942396,Travel,44.0,Address 3384,3566.708619970577,2028-07-11,0,2022-01-05 09:00:00,9.0,2379.0,0
47.48069445287192,3384.0,40.27396840436676,2022-03-15 08:00:00,8467.0,0.7123141315076614,Food,44.0,Address 3384,3566.708619970577,2028-07-11,0,2022-03-15 08:00:00,8.0,2310.0,0
45.70162567357598,3384.0,90.87462122721696,2022-09-01 03:00:00,5401.0,0.3399097276849432,Travel,44.0,Address 3384,3566.708619970577,2028-07-11,0,2022-09-01 03:00:00,3.0,2140.0,0
77.4217676277213,6482.0,49.14410728048504,2022-01-05 10:00:00,9493.0,0.5984308450872776,Online,41.0,Address 6482,6471.833560157385,2037-01-03,0,2022-01-05 10:00:00,10.0,5477.0,0
53.81554436634234,6482.0,98.54612304341148,2022-02-25 09:00:00,9350.0,0.819615249720148,Other,41.0,Address 6482,6471.833560157385,2037-01-03,0,2022-02-25 09:00:00,9.0,5426.0,0
88.38086859240633,7113.0,47.7615762871044,2022-01-05 13:00:00,7434.0,0.0325794774275425,Other,47.0,Address 7113,3191.1347342956587,2038-09-26,0,2022-01-05 13:00:00,13.0,6108.0,0
56.574405922836135,2279.0,77.7278652277897,2022-01-05 15:00:00,6924.0,0.7249299157844187,Food,20.0,Address 3975,6635.352085791327,2025-07-02,0,2022-01-05 15:00:00,15.0,1274.0,0
79.79504711903195,2279.0,47.54804029489432,2022-01-10 06:00:00,4657.0,0.7312853365593565,Travel,20.0,Address 3975,6635.352085791327,2025-07-02,0,2022-01-10 06:00:00,6.0,1269.0,0
62.841756158050565,1125.0,37.85951030096928,2022-01-05 16:00:00,5529.0,0.4507529039387422,Food,34.0,Address 1125,8606.62891044985,2022-05-05,0,2022-01-05 16:00:00,16.0,120.0,0
32.23933117279089,1125.0,84.19531846373916,2022-04-24 08:00:00,8988.0,0.5272407335756386,Online,34.0,Address 1125,8606.62891044985,2022-05-05,0,2022-04-24 08:00:00,8.0,11.0,0
66.28905120647465,1125.0,24.128847201181348,2022-08-16 02:00:00,4855.0,0.2750134933018009,Travel,34.0,Address 1125,8606.62891044985,2022-05-05,0,2022-08-16 02:00:00,2.0,103.0,1
91.55685457785722,6083.0,72.9086057818233,2022-01-05 19:00:00,8329.0,0.23642341711115,Travel,45.0,Address 6083,4040.882861381015,2035-12-01,0,2022-01-05 19:00:00,19.0,5078.0,0
